,Power,Chapman,Logistics,Weibull,Gomperz,Naslund
1,-0.488221466873837,-1.75284431375496,-2.03284049125141,-1.9837222220487,-1.78137414804783,-1.19111451185227
2,-5.75577079438721,-1.40017691738109,-0.419095334862241,-0.412369192178737,-1.32672429714189,-3.24327420360368
3,-1.38465773529533,-1.80871477317032,-1.68552245529243,-1.69085442565467,-1.78649609787249,-1.82542877846119
4,-1.67857795821065,-2.83738245500756,-3.00725006009921,-2.92623354932696,-2.84756619964291,-2.41230418708495
5,-1.48902771475917,-2.47102458611792,-2.54439842120695,-2.47865384528012,-2.46964217575768,-2.17023998759145
6,-1.30635477772354,-2.37998777201156,-2.50022979720144,-2.42501838138949,-2.38405931500023,-2.01750429375933
7,-0.750836687935577,-1.4070156136852,-1.34972765593175,-1.32563760182959,-1.391442985565,-1.30090015898481
8,-0.37543626740281,-1.62982857919823,-1.87074654927535,-1.79435567757172,-1.64999889741982,-1.11788135052786
9,-1.37332199968409,-2.24676760037392,-2.27102698815644,-2.2184798687438,-2.23989921310456,-2.01436495105171
10,-0.406494140209299,-1.6561732370731,-1.93820909253756,-1.8993763848942,-1.68626425053623,-1.09046342706771
11,-0.537257618413649,-1.80219234758297,-2.05482614860534,-1.98219904130673,-1.82433404625002,-1.27589642722986
12,-1.03961562335225,-1.54470529539196,-1.44219058054689,-1.43755752888392,-1.52452432150179,-1.51982756734212
13,-2.9228049947889,-2.85878970078153,-2.73760851051169,-2.86414495399493,-2.87264486791967,-2.79389017021119
14,-1.17857795821065,-2.33738245500756,-2.50725006009921,-2.42623354932696,-2.34756619964291,-1.91230418708495
15,-2.67873455840317,-2.98935600601893,-2.84123917575004,-2.85976204626217,-2.96476771167439,-3.06206558819179
16,-2.02939171493192,0.514787476965816,-0.107666755087718,0.1136145869665,0.390957132272015,0.860630343840401
17,-0.212485414932628,-1.31285330406453,-1.4479220647304,-1.37046056832851,-1.31870756092267,-0.931416726329651
18,0.766247357060656,-0.50096564033384,-0.779897754681597,-0.728372064138771,-0.529059597974658,0.0591583632390549
19,-1.01879167065022,-2.14397672207459,-2.29337937693884,-2.21413809315269,-2.15158704675063,-1.74443220130663
20,0.836040036235469,1.82352386899288,1.95492375953598,1.88324025985695,1.83672719543594,1.31514504087305
21,4.08191252878627,3.04075463078442,2.8076825377161,2.77955727309545,3.00735599361204,3.56002066413066
22,5.01534226470467,4.59128522682968,4.71447754470757,4.70914557434533,4.61350390212751,4.57457122153881
23,-0.382062209485886,1.1863223212755,1.14171708847344,1.11930187197736,1.16912759222915,0.667003887724902
24,-1.01167803537173,-0.711355553215061,-0.504522482524527,-0.573126431054879,-0.683232567293677,-1.04052774225872
25,-0.382062209485886,1.1863223212755,1.14171708847344,1.11930187197736,1.16912759222915,0.667003887724902
26,2.98166386705359,2.94696578800059,3.13695248405291,3.09098344220155,2.97505606438568,2.74878792556997
27,0.852509470159582,-0.177440424605823,-0.274639905550018,-0.203664818736515,-0.178799505185356,0.155077639235731
