,S.NO,PLOT.NO,SPECIES,PLOT,DIAMETER,HEIGHT,CROWN.DIAMETER,WOOD.DENSITY,BA,VOLUME,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha,VOL.m3.ha
77,77,7,Khaya senegalensis,P4,28.6,32,38.85,0.648,0.0642424281732577,2.05575770154425,903.576953755838,0.903576953755838,516.329687860479,0.516329687860479,424.681168265244,0.424681168265244,295.045535920274,0.295045535920274,1.17471868659671
78,78,8,Khaya senegalensis,P4,25.1,26.5,22.6,0.648,0.0494808696922026,1.31124304684337,582.590431198494,0.582590431198494,332.908817827711,0.332908817827711,273.817502663292,0.273817502663292,190.233610187263,0.190233610187263,0.749281741053354
79,79,9,Khaya senegalensis,P4,20.7,22.5,19.75,0.648,0.0336535259034173,0.757204332826888,340.89177438572,0.34089177438572,194.795299648983,0.194795299648983,160.219133961288,0.160219133961288,111.311599799419,0.111311599799419,0.432688190186793
80,80,10,Khaya senegalensis,P4,16.5,17,12.7,0.648,0.0213824649984955,0.363501904974424,166.555537498243,0.166555537498243,95.1745928561391,0.0951745928561391,78.2811026241744,0.0782811026241744,54.3854816320795,0.0543854816320795,0.207715374271099
81,81,11,Khaya senegalensis,P4,20.5,26,19.32,0.648,0.0330063578167778,0.858165303236222,385.185379611087,0.385185379611087,220.105931206336,0.220105931206336,181.037128417211,0.181037128417211,125.774817832192,0.125774817832192,0.490380173277841
82,82,12,Khaya senegalensis,P4,13.7,13.5,8.6,0.648,0.0147411381288067,0.19900536473889,92.5116815625602,0.0925116815625602,52.8638180357487,0.0528638180357487,43.4804903344033,0.0434804903344033,30.2078960204278,0.0302078960204278,0.113717351279366
83,83,13,Khaya senegalensis,P4,13.5,16.4,9.3,0.648,0.0143138815279185,0.234747657057863,108.695454225868,0.108695454225868,62.1116881290671,0.0621116881290671,51.0868634861577,0.0510868634861577,35.4923932166098,0.0354923932166098,0.134141518318779
84,84,14,Khaya senegalensis,P4,19.3,25.5,18.9,0.648,0.0292552961883916,0.746010052803985,335.972207763381,0.335972207763381,191.984118721932,0.191984118721932,157.906937648789,0.157906937648789,109.705210698247,0.109705210698247,0.426291458745134
85,85,15,Khaya senegalensis,P4,19.3,23.7,17.75,0.648,0.0292552961883916,0.69335051966488,312.805602471557,0.312805602471557,178.746058555176,0.178746058555176,147.018633161632,0.147018633161632,102.140604888672,0.102140604888672,0.39620029695136
86,86,16,Khaya senegalensis,P4,15.4,15.2,16.5,0.648,0.0186265028431339,0.283122843215635,130.506474817616,0.130506474817616,74.5751284672093,0.0745751284672093,61.3380431642797,0.0613380431642797,42.6143591241196,0.0426143591241196,0.161784481837506
87,87,17,Khaya senegalensis,P4,10.8,14.3,11.1,0.648,0.00916088417786784,0.13100064374351,61.5125049839449,0.0615125049839449,35.1500028479685,0.0351500028479685,28.9108773424541,0.0289108773424541,20.0857159131249,0.0200857159131249,0.0748575107105772
88,88,18,Khaya senegalensis,P4,10.9,16,9.25,0.648,0.00933131557932508,0.149301049269201,69.8859538373735,0.0698859538373735,39.9348307642134,0.0399348307642134,32.8463983035655,0.0328463983035655,22.8199032938362,0.0228199032938362,0.0853148852966865
89,89,19,Khaya senegalensis,P4,12.3,16.1,8,0.648,0.01188228881404,0.191304849906044,89.0162105935568,0.0890162105935568,50.866406053461,0.050866406053461,41.8376189789717,0.0418376189789717,29.0665177448349,0.0290665177448349,0.109317057089168
90,90,20,Khaya senegalensis,P4,13.9,18.8,9.25,0.648,0.0151746779150021,0.28528394480204,131.47864538594,0.13147864538594,75.1306545062516,0.0751306545062516,61.794963331392,0.061794963331392,42.9318025750009,0.0429318025750009,0.163019397029737
91,91,21,Khaya senegalensis,P4,17.8,20,19.6,0.648,0.0248845554090848,0.497691108181695,226.327533336616,0.226327533336616,129.330019049495,0.129330019049495,106.373940668209,0.106373940668209,73.9028680282826,0.0739028680282826,0.284394918960969
92,92,22,Khaya senegalensis,P4,22.9,24.3,25.95,0.648,0.0411870650867256,1.00084568160743,447.571943492183,0.447571943492183,255.755396281247,0.255755396281247,210.358813441326,0.210358813441326,146.145940732141,0.146145940732141,0.571911818061389
93,93,1,Khaya senegalensis,P5,20.2,24.5,21.15,0.648,0.0320473866592695,0.785160973152102,353.170354633711,0.353170354633711,201.811631219263,0.201811631219263,165.990066677844,0.165990066677844,115.320932125293,0.115320932125293,0.448663413229773
94,94,2,Khaya senegalensis,P5,17,17,17.6,0.648,0.0226980069221863,0.385866117677166,176.549589352947,0.176549589352947,100.885479630255,0.100885479630255,82.9783069958849,0.0829783069958849,57.648845503003,0.057648845503003,0.220494924386952
95,95,3,Khaya senegalensis,P5,14.2,19.6,9.8,0.648,0.0158367685667461,0.310400663908224,142.764767972378,0.142764767972378,81.5798674127874,0.0815798674127874,67.0994409470176,0.0670994409470176,46.6170670930214,0.0466170670930214,0.177371807947557
96,96,4,Khaya senegalensis,P5,15.6,23.5,15.85,0.648,0.0191134497044403,0.449166068054347,204.764054104187,0.204764054104187,117.008030916678,0.117008030916678,96.2391054289678,0.0962391054289678,66.8617319523875,0.0668617319523875,0.256666324602484
97,97,5,Khaya senegalensis,P5,8.1,9,11.65,0.648,0.00515299735005066,0.0463769761504559,22.3262465318767,0.0223262465318767,12.7578551610724,0.0127578551610724,10.493335869982,0.010493335869982,7.29020294918422,0.00729020294918422,0.026501129228832
98,98,6,Khaya senegalensis,P5,12.2,19.9,8.15,0.648,0.0116898662640076,0.232628338653752,107.737591362746,0.107737591362746,61.5643379215693,0.0615643379215693,50.6366679404908,0.0506366679404908,35.1796216694682,0.0351796216694682,0.132930479230715
99,99,7,Khaya senegalensis,P5,9.8,12.2,5.95,0.648,0.00754296396126909,0.092024160327483,43.5785488643469,0.0435785488643469,24.9020279224839,0.0249020279224839,20.481917966243,0.020481917966243,14.2297302414194,0.0142297302414194,0.0525852344728474
100,100,8,Daniella oliveri,P5,14.2,22.2,14.55,0.533,0.0158367685667461,0.351576262181764,133.231884718773,0.133231884718773,76.1325055535845,0.0761325055535845,62.6189858178233,0.0626189858178233,43.5042888877626,0.0435042888877626,0.200900721246723
101,101,9,Khaya senegalensis,P5,11.5,12.3,6.4,0.648,0.0103868907109313,0.127758755744454,60.0263371339815,0.0600263371339815,34.3007640765609,0.0343007640765609,28.2123784529713,0.0282123784529713,19.6004366151776,0.0196004366151776,0.0730050032825454
102,102,10,Khaya senegalensis,P5,11.5,12.6,9.2,0.648,0.0103868907109313,0.130874822957734,61.4548419882131,0.0614548419882131,35.1170525646932,0.0351170525646932,28.8837757344602,0.0288837757344602,20.0668871798247,0.0200668871798247,0.074785613118705
103,103,11,Khaya senegalensis,P5,18.1,23,14.35,0.648,0.0257304292310638,0.591799872314468,268.007665650463,0.268007665650463,153.14723751455,0.15314723751455,125.963602855718,0.125963602855718,87.5127071511717,0.0875127071511717,0.338171355608267
104,104,12,Khaya senegalensis,P5,16.9,23.3,12.2,0.648,0.0224317569447945,0.522659936813712,237.403160472547,0.237403160472547,135.658948841455,0.135658948841455,111.579485422097,0.111579485422097,77.5193993379746,0.0775193993379746,0.298662821036407
105,105,13,Khaya senegalensis,P5,15.1,22,7.85,0.648,0.0179078635236252,0.393972997519755,180.168891923722,0.180168891923722,102.953652527841,0.102953652527841,84.6793792041495,0.0846793792041495,58.8306585873379,0.0588306585873379,0.225127427154146
106,106,14,Khaya senegalensis,P5,14,20.1,10.05,0.648,0.01539380400259,0.309415460452059,142.322494688896,0.142322494688896,81.3271398222265,0.0813271398222265,66.8915725037813,0.0668915725037813,46.4726513269865,0.0464726513269865,0.176808834544034
107,107,15,Khaya senegalensis,P5,16.3,19,10.5,0.648,0.0208672438033068,0.396477632262829,181.286718698297,0.181286718698297,103.592410684741,0.103592410684741,85.2047577881998,0.0852047577881998,59.1956632484236,0.0591956632484236,0.226558647007331
