,S.N,SPECIES,HEIGHT,DIAMETER,CROWN.DIAMETER,PLOT,WOOD.DENSITY,BA,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha
73,73,Albizia zygia,26.3,71.5,21.12,P2,0.804,0.40151517608286,5508.42159134707,5.50842159134707,22951.7566306128,22.9517566306128,2588.95814793312,2.58895814793312,10787.325616388,10.787325616388
74,74,Khaya senegalensis,23.4,60,16.58,P2,0.648,0.282743338823081,2827.60139686152,2.82760139686152,11781.672486923,11.781672486923,1328.97265652491,1.32897265652491,5537.38606885381,5.53738606885381
75,75,Khaya senegalensis,13.2,53.6,16.23,P2,0.648,0.225641750751433,1297.54400746951,1.29754400746951,5406.43336445631,5.40643336445631,609.845683510671,0.609845683510671,2541.02368129446,2.54102368129446
76,76,Khaya senegalensis,12,45.9,9.59,P2,0.648,0.165468470462738,873.477109493962,0.873477109493962,3639.48795622484,3.63948795622484,410.534241462162,0.410534241462162,1710.55933942568,1.71055933942568
77,77,Daniellia oliveri,8.9,32.3,8.33,P2,0.533,0.0819398049890924,271.561869815716,0.271561869815716,1131.50779089882,1.13150779089882,127.634078813386,0.127634078813386,531.808661722444,0.531808661722443
78,78,Daniellia oliveri,21.3,58.8,16.04,P2,0.533,0.271546702605687,2049.38641815102,2.04938641815102,8539.11007562927,8.53911007562927,963.211616530981,0.963211616530981,4013.38173554576,4.01338173554576
79,79,Khaya senegalensis,23.5,66,18.7,P2,0.648,0.342119439975929,3419.98550758659,3.41998550758659,14249.9396149441,14.2499396149441,1607.3931885657,1.6073931885657,6697.47161902374,6.69747161902374
80,80,Daniellia oliveri,20.9,57.3,14.87,P2,0.533,0.257868993590121,1912.85221227566,1.91285221227566,7970.21755114857,7.97021755114857,899.040539769558,0.899040539769558,3746.00224903983,3.74600224903983
81,81,Albizia zygia,8.8,27.2,9.04,P2,0.804,0.0581068977207968,286.839235612641,0.286839235612641,1195.16348171934,1.19516348171934,134.814440737941,0.134814440737941,561.726836408089,0.561726836408089
82,82,Daniellia oliveri,18.6,57.8,11.71,P3,0.533,0.262388960020473,1736.3153088922,1.7363153088922,7234.64712038415,7.23464712038415,816.068195179332,0.816068195179332,3400.28414658055,3.40028414658055
83,83,Daniellia oliveri,10.2,29,5.96,P3,0.533,0.0660519855417254,251.359601845419,0.251359601845419,1047.33167435591,1.04733167435591,118.139012867347,0.118139012867347,492.245886947279,0.492245886947279
84,84,Daniellia oliveri,11.5,26.2,7.74,P3,0.533,0.0539128715282544,231.774702913875,0.231774702913875,965.727928807813,0.965727928807813,108.934110369521,0.108934110369521,453.892126539672,0.453892126539672
85,85,Daniellia oliveri,9.6,30,9.25,P3,0.533,0.0706858347057703,253.126860633029,0.253126860633029,1054.69525263762,1.05469525263762,118.969624497524,0.118969624497524,495.706768739681,0.495706768739681
86,86,Daniellia oliveri,15.6,35.2,10.88,P3,0.533,0.0973139740375975,555.44582575149,0.55544582575149,2314.35760729788,2.31435760729788,261.0595381032,0.2610595381032,1087.74807543,1.08774807543
87,87,Daniellia oliveri,17.4,47.6,11.41,P3,0.533,0.17795237426994,1113.69343161204,1.11369343161204,4640.3892983835,4.6403892983835,523.435912857659,0.523435912857659,2180.98297024025,2.18098297024025
88,88,Khaya senegalensis,16.7,50.7,13.85,P3,0.648,0.201885812503151,1464.39784940994,1.46439784940994,6101.65770587477,6.10165770587477,688.266989222674,0.688266989222674,2867.77912176114,2.86777912176114
89,89,Khaya senegalensis,18.1,56.2,15.88,P3,0.648,0.248063297520104,1936.83153256017,1.93683153256018,8070.1313856674,8.0701313856674,910.310820303282,0.910310820303282,3792.96175126368,3.79296175126368
90,90,Daniellia oliveri,15.4,34,8.53,P3,0.533,0.090792027688745,512.587356713987,0.512587356713987,2135.78065297495,2.13578065297495,240.916057655574,0.240916057655574,1003.81690689823,1.00381690689823
91,91,Daniellia oliveri,19.2,57.2,12.89,P3,0.533,0.256969712693031,1754.84946510783,1.75484946510783,7311.87277128262,7.31187277128262,824.77924860068,0.82477924860068,3436.58020250283,3.43658020250283
92,92,Khaya senegalensis,10,40,12.15,P3,0.648,0.125663706143592,558.899052072165,0.558899052072165,2328.74605030069,2.32874605030069,262.682554473918,0.262682554473918,1094.51064364132,1.09451064364132
93,93,Khaya senegalensis,14.5,45.7,8.07,P3,0.648,0.164029621027394,1041.75084804802,1.04175084804802,4340.6285335334,4.3406285335334,489.622898582567,0.489622898582567,2040.0954107607,2.0400954107607
94,94,Khaya senegalensis,13,35.5,5.3,P3,0.648,0.0989798035421634,571.961408493985,0.571961408493985,2383.1725353916,2.3831725353916,268.821861992173,0.268821861992173,1120.09109163405,1.12009109163405
95,95,Khaya senegalensis,13.5,40.3,9.01,P3,0.648,0.127555730319216,760.104805245067,0.760104805245067,3167.10335518778,3.16710335518778,357.249258465181,0.357249258465181,1488.53857693826,1.48853857693826
96,96,Khaya senegalensis,13.5,35.5,6.76,P3,0.648,0.0989798035421634,593.422177962335,0.593422177962335,2472.5924081764,2.4725924081764,278.908423642298,0.278908423642298,1162.11843184291,1.16211843184291
97,97,Khaya senegalensis,13.5,34.7,4.83,P3,0.648,0.0945690074565234,567.598400313334,0.567598400313334,2364.99333463889,2.36499333463889,266.771248147267,0.266771248147267,1111.54686728028,1.11154686728028
98,98,Khaya senegalensis,21.9,65,17.38,P3,0.648,0.331830724035422,3098.79322801089,3.09879322801089,12911.6384500454,12.9116384500454,1456.43281716512,1.45643281716512,6068.47007152133,6.06847007152133
99,99,Khaya senegalensis,12.5,34.4,8.19,P3,0.648,0.0929408770638004,517.676585800949,0.517676585800949,2156.98577417062,2.15698577417062,243.307995326446,0.243307995326446,1013.78331386019,1.01378331386019
100,100,Khaya senegalensis,15,42.7,8.2,P3,0.648,0.143200861734093,943.132152756293,0.943132152756293,3929.71730315122,3.92971730315122,443.272111795458,0.443272111795458,1846.96713248107,1.84696713248107
101,101,Parkia biglobosa,23.9,61,16.85,P3,0.525,0.292246656600191,2427.56425263691,2.42756425263691,10114.8510526538,10.1148510526538,1140.95519873935,1.14095519873935,4753.97999474728,4.75397999474728
102,102,Daniellia oliveri,13.9,39.2,8.29,P3,0.533,0.120687423380306,612.31890481181,0.61231890481181,2551.32877004921,2.55132877004921,287.789885261551,0.287789885261551,1199.12452192313,1.19912452192313
103,103,Khaya senegalensis,22.3,63,19.87,P3,0.648,0.311724531052447,2967.36225967249,2.9673622596725,12364.0094153021,12.3640094153021,1394.66026204607,1.39466026204607,5811.08442519197,5.81108442519197
104,104,Daniellia oliveri,12.8,52.7,10.97,P3,0.533,0.21812784652221,1006.72782324115,1.00672782324115,4194.69926350481,4.19469926350481,473.162076923342,0.473162076923342,1971.50865384726,1.97150865384726
105,105,Daniellia oliveri,25.4,68,17.21,P3,0.533,0.36316811075498,3232.03403339297,3.23203403339297,13466.8084724707,13.4668084724707,1519.05599569469,1.51905599569469,6329.39998206122,6.32939998206122
106,106,Khaya senegalensis,24.6,62,16.88,P3,0.648,0.301907054009979,3165.2900486969,3.1652900486969,13188.7085362371,13.1887085362371,1487.68632288754,1.48768632288754,6198.69301203143,6.19869301203143
107,107,Khaya senegalensis,19.2,57.5,12,P3,0.648,0.259672267773281,2145.28947464408,2.14528947464408,8938.70614435035,8.93870614435035,1008.28605308272,1.00828605308272,4201.19188784466,4.20119188784466
108,108,Khaya senegalensis,17,55,12.88,P3,0.648,0.237582944427728,1746.70026892213,1.74670026892213,7277.91778717555,7.27791778717555,820.949126393402,0.820949126393402,3420.62135997251,3.42062135997251
109,109,Daniellia oliveri,13.5,36.5,5.11,P3,0.533,0.104634670318625,517.728710948348,0.517728710948348,2157.20296228478,2.15720296228478,243.332494145723,0.243332494145723,1013.88539227385,1.01388539227385
110,110,Khaya senegalensis,16.5,46.5,10.42,P3,0.648,0.169822717880613,1222.48844696466,1.22248844696466,5093.70186235277,5.09370186235277,574.569570073392,0.574569570073392,2394.0398753058,2.3940398753058
111,111,Khaya senegalensis,9.8,28.5,7.44,P3,0.648,0.0637939658219577,282.752261105906,0.282752261105906,1178.13442127461,1.17813442127461,132.893562719776,0.132893562719776,553.723177999065,0.553723177999065
112,112,Khaya senegalensis,18.5,53.2,12.57,P3,0.648,0.222286529797399,1777.67098155612,1.77767098155612,7406.9624231505,7.4069624231505,835.505361331376,0.835505361331376,3481.27233888073,3.48127233888073
113,113,Khaya senegalensis,13,56.2,12.53,P3,0.648,0.248063297520104,1402.18807658251,1.40218807658251,5842.45031909381,5.84245031909381,659.028395993781,0.659028395993781,2745.95164997409,2.74595164997409
114,114,Daniellia oliveri,22.9,60.5,15.93,P3,0.533,0.287475362757551,2325.34149923402,2.32534149923402,9688.92291347509,9.68892291347509,1092.91050463999,1.09291050463999,4553.79376933329,4.55379376933329
115,115,Khaya senegalensis,15.5,53.7,11.07,P3,0.648,0.226484482980759,1523.30130118371,1.52330130118371,6347.08875493214,6.34708875493214,715.951611556346,0.715951611556346,2983.13171481811,2.98313171481811
116,116,Khaya senegalensis,9.7,45.3,11.33,P3,0.648,0.161170771712627,691.679927911797,0.691679927911797,2881.99969963249,2.88199969963249,325.089566118544,0.325089566118545,1354.53985882727,1.35453985882727
117,117,Khaya senegalensis,10.8,50,10.67,P3,0.648,0.196349540849362,931.372270753644,0.931372270753644,3880.71779480685,3.88071779480685,437.744967254213,0.437744967254213,1823.93736355922,1.82393736355922
118,118,Daniellia oliveri,11.5,46.5,8.98,P3,0.533,0.169822717880613,710.248093219976,0.710248093219976,2959.36705508323,2.95936705508323,333.816603813389,0.333816603813389,1390.90251588912,1.39090251588912
119,119,Daniellia oliveri,8.9,33.4,7.63,P3,0.533,0.0876158775159657,289.906911965967,0.289906911965967,1207.94546652486,1.20794546652486,136.256248624005,0.136256248624005,567.734369266686,0.567734369266686
120,120,Khaya senegalensis,28.1,73.4,23.22,P3,0.648,0.423137972919356,5010.58399854049,5.01058399854049,20877.4333272521,20.8774333272521,2354.97447931403,2.35497447931403,9812.39366380847,9.81239366380846
121,121,Khaya senegalensis,15,52.3,13.78,P3,0.648,0.214829174235941,1401.17582433053,1.40117582433053,5838.23260137722,5.83823260137722,658.552637435351,0.658552637435351,2743.96932264729,2.74396932264729
122,122,Khaya senegalensis,16.4,58.9,10.87,P3,0.648,0.272471116244006,1927.81307328447,1.92781307328447,8032.55447201861,8.03255447201861,906.072144443699,0.906072144443699,3775.30060184875,3.77530060184875
123,123,Khaya senegalensis,9,38.7,9.29,P3,0.648,0.117628297533872,472.786168759731,0.472786168759731,1969.94236983221,1.96994236983221,222.209499317073,0.222209499317073,925.872913821139,0.925872913821139
124,124,Daniellia oliveri,10.6,33.1,10.72,P3,0.533,0.0860490081799878,337.834181446987,0.337834181446987,1407.64242269578,1.40764242269578,158.782065280084,0.158782065280084,661.591938667017,0.661591938667017
125,125,Daniellia oliveri,15.5,57.2,10.37,P3,0.533,0.256969712693031,1423.97251193308,1.42397251193308,5933.21879972117,5.93321879972117,669.267080608548,0.669267080608548,2788.61283586895,2.78861283586895
126,126,Daniellia oliveri,8.8,28.9,6.95,P3,0.533,0.0655972400051183,216.166552988772,0.216166552988772,900.693970786551,0.900693970786551,101.598279904723,0.101598279904723,423.326166269679,0.423326166269679
127,127,Daniellia oliveri,10.8,34.2,7.83,P3,0.533,0.0918633107836191,366.725715527709,0.366725715527709,1528.02381469879,1.52802381469879,172.361086298023,0.172361086298023,718.171192908429,0.718171192908429
