SVR,structure.c..0.00217972537735981...4.35428554605717e.05...0.00825106522516621..,Power,Chapman,Logistics,Weibull
-1.77046341664566,-0.00217972537735981,-0.488221466873837,-1.75284431375496,-2.03284049125141,-1.9837222220487
-0.783022705310064,-4.35428554605717e-05,-5.75577079438721,-1.40017691738109,-0.419095334862241,-0.412369192178737
-2.29800816870329,-0.00825106522516621,-1.38465773529533,-1.80871477317032,-1.68552245529243,-1.69085442565467
-2.8133887685265,-0.0039354806486289,-1.67857795821065,-2.83738245500756,-3.00725006009921,-2.92623354932696
-2.76702411804731,-0.00512195956972753,-1.48902771475917,-2.47102458611792,-2.54439842120695,-2.47865384528012
-2.51635146098499,-0.00454027675564343,-1.30635477772354,-2.37998777201156,-2.50022979720144,-2.42501838138949
-1.9799086635331,-0.00698751151773739,-0.750836687935577,-1.4070156136852,-1.34972765593175,-1.32563760182959
-1.48700738434742,-0.00300114385428651,-0.37543626740281,-1.62982857919823,-1.87074654927535,-1.79435567757172
-2.68994761249057,-0.00576617057078592,-1.37332199968409,-2.24676760037392,-2.27102698815644,-2.2184798687438
-1.74316212512474,-0.00199951615970118,-0.406494140209299,-1.6561732370731,-1.93820909253756,-1.8993763848942
-1.67029169979012,-0.00281671839414838,-0.537257618413649,-1.80219234758297,-2.05482614860534,-1.98219904130673
-2.08561909905055,-0.00781239929244404,-1.03961562335225,-1.54470529539196,-1.44219058054689,-1.43755752888392
-2.52935149450565,-0.000424957851450178,-2.9228049947889,-2.85878970078153,-2.73760851051169,-2.86414495399493
-2.3133887685265,-0.0039354806486289,-1.17857795821065,-2.33738245500756,-2.50725006009921,-2.42623354932696
-3.37381142233694,-0.00886293146750157,-2.67873455840317,-2.98935600601893,-2.84123917575004,-2.85976204626217
-1.52222179538905,-0.022839187795398,-2.02939171493192,0.514787476965816,-0.107666755087718,0.1136145869665
-1.39883947206972,-0.00435961799758696,-0.212485414932628,-1.31285330406453,-1.4479220647304,-1.37046056832851
-0.501865208802295,-0.00222712628436801,0.766247357060656,-0.50096564033384,-0.779897754681597,-0.728372064138771
-2.18278519654076,-0.00418532525328493,-1.01879167065022,-2.14397672207459,-2.29337937693884,-2.21413809315269
2.76298550077333,-0.0158747786936915,0.836040036235469,1.82352386899288,1.95492375953598,1.88324025985695
2.71362164962173,-0.00123686418363145,4.08191252878627,3.04075463078442,2.8076825377161,2.77955727309545
4.10199183129671,-0.00825106522516621,5.01534226470467,4.59128522682968,4.71447754470757,4.70914557434533
1.58568213029225,-0.0189249262479701,-0.382062209485886,1.1863223212755,1.14171708847344,1.11930187197736
-0.251886449851842,-0.0121572437168019,-1.01167803537173,-0.711355553215061,-0.504522482524527,-0.573126431054879
1.58568213029225,-0.0189249262479701,-0.382062209485886,1.1863223212755,1.14171708847344,1.11930187197736
2.92165599218479,-0.0103484609529645,2.98166386705359,2.94696578800059,3.13695248405291,3.09098344220155
-0.393101166282392,-0.00482353487290535,0.852509470159582,-0.177440424605823,-0.274639905550018,-0.203664818736515
2.22165599218479,-0.0103484609529645,2.28166386705359,2.24696578800059,2.43695248405291,2.39098344220155
1.51438090094945,-0.00781239929244404,2.56038437664775,2.05529470460804,2.15780941945311,2.16244247111608
